restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,780317403,2021-01-01 00:00:00,December 2020,Belle5573,1 review,5,Excellent  service,"We were greeted with a friendly smile, the food came fast and Jenny, the Manager gave excellent service"
Kampachi Plaza33,780317347,2021-01-01 00:00:00,January 2021,raytV8809HN,3 reviews,5,Brunch fit for Kings!,"Top quality Japanese buffet, with dishes made to order and served at the table by an amazing crew of friendly and efficient staff. 

A luxurious culinary experience that was worth every penny and the perfect venue for a small anniversary celebration."
Kampachi Plaza33,780278536,2020-12-31 00:00:00,December 2020,soeniasingam2020,1 review,5,great food and service,great food and service. customer service was excellent. great ambience. SOPs were adhered to. flexible with reservations.
Kampachi Plaza33,780275168,2020-12-31 00:00:00,December 2020,Roundy88,2 reviews,5,Good food and good service,The team at Kampachi is very professional and friendly. Handled our orders and requests well. We have a good dinner experience. Food choice is excellent.
Kampachi Plaza33,780274717,2020-12-31 00:00:00,December 2020,Llcje,1 review,5,Family dinner,"Came for the new year eve dinner, very nice food, excellent services, friendly staffs! The kids loved the food, we have great dining experience, thanks!"
Kampachi Plaza33,780188534,2020-12-30 00:00:00,December 2020,HanafiN22,4 reviews,4,Fantastic service & good food,"Overall staff is friendly especially Mr. Ifzan & Mr.Zahier, fantastic service of food which is they asked if all the food is served."
Kampachi Plaza33,780009602,2020-12-27 00:00:00,December 2020,30102020jessiec,2 reviews,5,Fantastic! Good attention! ,"Very observant manager Jenny in the midst. She was really alert and concerned... came forward to ensure that my food was satisfactory and took action to rectify immediately to guarantee that I ended up a blessed diner. 

Cheers to Kampachi!"
Kampachi Plaza33,779996559,2020-12-27 00:00:00,December 2020,szening,3 reviews,5,Great value and service,Second time here. Good food for a reasonable price and very attentive service. Looking forward to the next visit.
Kampachi Plaza33,779995786,2020-12-27 00:00:00,December 2020,adriantan2323,1 review,5,Sunday Brunch Buffet,Very good spread of food. I like the beef tepanyaki and abekawamochi. Fantastic and delicious. Will come again
Kampachi Plaza33,779995770,2020-12-27 00:00:00,December 2020,SeanN975,4 reviews,5,"Great buffet lunch, awesome service",Very attentive service and food overall was very good. Peanut mochi was the best. Teppanyaki was excellent with very tender wagyu pieces and prawns were juicy.  Sashimi & sushi was very fresh. Also loved the deep fried oysters. Tempura was a bit overcooked and shishamo...
Kampachi Plaza33,779957232,2020-12-26 00:00:00,December 2020,Culture662959,1 review,5,Nice food nice environment,Nice food and nice environment. Sashimi is very fresh. Staff here is very friendly. Recommend and Will visit again.
Kampachi Plaza33,779946636,2020-12-26 00:00:00,December 2020,362munl,2 reviews,5,Good,The food is good. Fresh ingredients from japan. Strak fish fruits hotpot starters all are good. Impressive
Kampachi Plaza33,779912232,2020-12-25 00:00:00,December 2020,vsuyin,10 reviews,5,"Great service, attentive staff","Great service, attentive staff and fresh fish. Good dinner experience thanks to the staff and the restaurant manager Jenny. Thank you!"
Kampachi Plaza33,779912109,2020-12-25 00:00:00,December 2020,Sooyuen123,1 review,5,Christmas Dinner,We like the seasonal fish recommended by jenny. Thanks for your hospitality. My kid love garlic rice is a best. Wonderful dinner.
Kampachi Plaza33,779912039,2020-12-25 00:00:00,December 2020,JessChin2,1 review,5,Christmas Day & Birthday Celebration,Thank you to Miss Jenny Ong and team for the wonderful service. Each and everyone of them is so friendly proactive. Food is good and fresh of course!  Thank you for making our Christmas Day a memorable one 😊
Kampachi Plaza33,779911911,2020-12-25 00:00:00,December 2020,cyh_justin,1 review,5,Birthday and Christmas Celebration,"Jenny Ong and team are excellent! Cozy and peaceful environment, and most importantly workers there are so hospitable! Food is good too, would definitely come back again!"
Kampachi Plaza33,779910375,2020-12-25 00:00:00,December 2020,Karenng92,1 review,5,"Cozy environment, good ambience","Excellent service, friendly staff!
Manager, Jenny and all the waitress are down to earth. Had a wonderful dinner with my friend here. Will pay another visit here for sure."
Kampachi Plaza33,779904609,2020-12-25 00:00:00,December 2020,Jpngyang,1 review,5,Christmas Lunch Buffet at Kampachi,"Good food, excellent service, with special and most sincere thanks to Jenny for making this Christmas buffet/lunch for our family possible."
Kampachi Plaza33,779870237,2020-12-24 00:00:00,December 2020,Songjude,1 review,4,Mr Song,Excellent service. Good food and fine ambience. Staffs are friendly and helpful. Very good experience
Kampachi Plaza33,779744447,2020-12-22 00:00:00,December 2020,BackPacker612724,1 review,5,Nice environment,"Delicious food and great hospitality. Easy to park, easy to find location, nice and cozy environment. Romantic music."
Kampachi Plaza33,779744256,2020-12-22 00:00:00,December 2020,OnaAnuar,2 reviews,5,Cosy & superb menu!,"The staff are so friendly, nice ambience and good good! Couldn't ask more when u get together with friends..
The Maki is soooo delicious and fresh!"
Kampachi Plaza33,779535552,2020-12-19 00:00:00,December 2020,cjeesan,4 reviews,5,Friendly & attentive service,Second time here. Food is good as always. The price is very reasonable for the Japanese food buffet menu. Very attentive staff.
Kampachi Plaza33,779497591,2020-12-18 00:00:00,December 2020,emirzn,1 review,4,Will come again!,Food and service was good! Unagi is from Taiwan but excellent. Wagyu melted in the mouth like butter.
Kampachi Plaza33,779436980,2020-12-17 00:00:00,December 2020,jujudinggg,1 review,5,Lovely!,"Just had my birthday dinner over here and wow, food was absolutely amazing and the service was top notch! Hana was the one serving us and I must say she was very helpful and friendly. Loved the dining experience. Keep up the good work, kampachi!..."
Kampachi Plaza33,779297047,2020-12-16 00:00:00,December 2020,KimTravels9,1 review,5,Dinner at Kampachi,"Had a great time with my family here for dinner. Food was good, and excellent service by the floor staff and the restaurant manager Jenny."
Kampachi Plaza33,779238185,2020-12-15 00:00:00,December 2020,Stannie2014,1 review,5,Excellent food and excellent service,"Fresh and tasty Japanese food. Excellent service 👍  Kampachi offer buffet lunch on weekend.  Japanese food lover may enjoy the fresh food especially Tepanyaki Prawn and Beef. 

Improve air conditioning will be a plus point to the restaurant."
Kampachi Plaza33,779188768,2020-12-14 00:00:00,December 2020,SamanthaLee88,11 reviews,5,Excellent service and good quality of food! ,"Excellent service and good quality of food! 
Staff are well trained on up selling live seafood of the day."
Kampachi Plaza33,779096233,2020-12-13 00:00:00,December 2020,NickAng88,1 review,4,Good fresh Japanese Food,"Good fresh food with mostly attentive waiters. Price was maybe on the higher side but ok, I'd be more than happy to return"
Kampachi Plaza33,779096116,2020-12-13 00:00:00,December 2020,michael_tan2003,2 reviews,5,food,"good food and friendly waiters :) especially edward
as he was friendly and helpful throughout the meal :)"
Kampachi Plaza33,779033892,2020-12-12 00:00:00,December 2020,NickSlick91,1 review,5,Lunch was good,Came here for lunch on a Saturday. Sashimi was fresh and thick. Food was excellent and the service was on point. Well worth it for the price. Our server Hana was always there to make sure everything was going alright. Would recommend.
Kampachi Plaza33,779030903,2020-12-12 00:00:00,December 2020,Joyyn97,1 review,5,Loving here,"Service was quite slow but the waitress serving us, Chrstina was so nice and patient with our orders."
Kampachi Plaza33,778968406,2020-12-11 00:00:00,December 2020,Foodloverlian,1 review,5,Great food with good staffs,A lovely restaurant to have an enjoyable lunch with enormous portions. The salmon sashimi happened to be very fresh. Overall friendly staffs & i certainly had a great time here.
Kampachi Plaza33,778545270,2020-12-06 00:00:00,December 2020,Nglayhua,1 review,5,-,"Amazing food. We visited on a buffet day, and we ate as much as we liked. The service was great and the people were friendly."
Kampachi Plaza33,778545246,2020-12-06 00:00:00,December 2020,LeonhartM,1 review,4,Kampachi Feedback,"Service ok, great service by Jenny
Food ok ok
Oyster if more fresh will be good
Other Japanese food is fine
Desert ok"
Kampachi Plaza33,778545242,2020-12-06 00:00:00,December 2020,Fishie929,1 review,4,"Good service, average food","Service on point, food quality has room of improvement. Seafood freshness should be taken care of. So far so good."
Kampachi Plaza33,778538812,2020-12-06 00:00:00,December 2020,Beingyaya,1 review,5,best japanese food in town,Best place to eat Japanese food. Also good ambience. Special thanks to Ifzan and Rohana. Keep up the good work!
Kampachi Plaza33,778491477,2020-12-05 00:00:00,December 2020,butterflysting,2 reviews,5,"Great food, even better service :)",Our family always leaves here satisfied! The food quality is consistently fresh and good.. The team including Jenny (manager) are very friendly and attentive too. Would highly recommend!
Kampachi Plaza33,778472046,2020-12-05 00:00:00,December 2020,Li Hui L,3 reviews,5,Good Food w Good Service,"I ordered the sushi buffet and it’s quite nice! Won’t say it’s amazing but it’s totally good value. RM168 for LOTS of choices, including sashimi, teppanyaki, uramaki etc. The service is good too. (Thanks April!😊) 
Review from @foodandlihui (on IG!)"
Kampachi Plaza33,778425815,2020-12-04 00:00:00,December 2020,Uri A,2 reviews,5,Food and Service was amazing - thank you April.,A friend referred - the dinner was splendid and April the hostess was amazing and super friendly. Definitely will come again.
Kampachi Plaza33,778425156,2020-12-04 00:00:00,December 2020,chenggini,1 review,5,nice food at reasonable price,friendly staff serving (christina). we will come again soon. jingle bell jingle bell jingle all the way
Kampachi Plaza33,778184761,2020-11-30 00:00:00,November 2020,Marissa_Rahman,1 review,5,Never disappoints,Excellent food and attentive service as always. A great place for fuss free and non-nonsense japanese food.
Kampachi Plaza33,778117956,2020-11-29 00:00:00,November 2020,Deidl72,1 review,5,My Husband’s Birthday Celebration,"It was a wonderful first time experience having lunch buffet at Kampachi, Jaya 33 PJ. Great food and ambiance with accommodating staffs. We would like to thank Ms Jenny and Christina for your great assistance. Thank you Kampachi for hiring key staffs like them. We..."
